classification,corner_near_white,edge_near_white,edge_strict_white,edge_transparent,file_path,has_alpha,height,image_id,is_main,overall_near_white,product_id,sort_order,width
clean_white,1.0,1.0,1.0,0.0,p_6a1453c1990e2.jpg,False,800,56,1,0.65442,121,0,800
review_white,0.90297,0.84103,0.83934,0.0,p_6a1453c1997ae.jpg,False,800,57,0,0.45178,121,1,800
clean_white,1.0,0.98846,0.98798,0.0,p_6a1453c199d1f.jpg,False,800,58,0,0.65823,121,2,800
clean_white,1.0,1.0,1.0,0.0,p_6a1453c19a3bd.jpg,False,800,59,0,0.68066,121,3,800
clean_white,1.0,1.0,1.0,0.0,p_6a1453c19aa7e.jpg,False,800,60,0,0.62427,121,4,800
clean_white,1.0,1.0,1.0,0.0,p_6a1453c19b0cd.jpg,False,800,61,0,0.64877,121,5,800
review_white,0.90992,0.86011,0.85974,0.0,p_6a145ad5475ed.jpg,False,800,62,1,0.55069,444,0,800
clean_white,1.0,0.99401,0.9936,0.0,p_6a145ad547c34.jpg,False,800,63,0,0.68672,444,1,800
clean_white,1.0,1.0,1.0,0.0,p_6a145ad5482c2.jpg,False,800,64,0,0.62593,444,2,800
review_white,0.86844,0.80445,0.79202,0.0,p_6a145ad5488db.jpg,False,800,65,0,0.5284,444,3,800
review_white,1.0,0.84235,0.83555,0.0,p_6a145ad548fa8.jpg,False,800,66,0,0.5434,444,4,800
clean_white,1.0,0.99897,0.99882,0.0,p_6a146380ec4c8.jpg,False,800,67,1,0.62506,506,0,800
clean_white,1.0,0.97272,0.97217,0.0,p_6a146380ecaca.jpg,False,800,68,0,0.57932,506,1,800
clean_white,1.0,1.0,1.0,0.0,p_6a146380ed076.jpg,False,800,69,0,0.65893,506,2,800
clean_white,1.0,0.99886,0.99886,0.0,p_6a146380ed549.jpg,False,800,70,0,0.62067,506,3,800
clean_white,1.0,1.0,1.0,0.0,p_6a146380eda95.jpg,False,800,71,0,0.55699,506,4,800
clean_white,1.0,0.99912,0.99897,0.0,p_6a146380ee066.jpg,False,800,72,0,0.69763,506,5,800
review_white,1.0,0.99931,0.00069,0.0,p_6a1468976365d.jpg,False,188,73,1,0.44476,507,0,268
needs_background,0.0,0.00475,0.0,0.0,p_6a14689763d04.jpg,False,259,74,0,0.00187,507,1,194
review_white,0.99546,0.94637,0.01402,0.0,p_6a146897643b5.jpg,False,208,75,0,0.55054,507,2,242
clean_white,1.0,1.0,1.0,0.0,p_6a146a216fc86.jpg,False,800,76,1,0.64578,508,0,800
clean_white,1.0,1.0,1.0,0.0,p_6a146a21702ab.jpg,False,800,77,0,0.7424,508,1,800
clean_white,1.0,1.0,1.0,0.0,p_6a146a217084b.jpg,False,800,78,0,0.7424,508,2,800
clean_white,1.0,1.0,1.0,0.0,p_6a146a2170fca.jpg,False,800,79,0,0.52823,508,3,800
needs_background,0.0,0.02857,0.0129,0.0,p_6a146a68d5ba9.jpg,False,1920,80,1,0.019,509,0,1920
needs_background,0.0,0.0,0.0,0.0,p_6a146a68d6258.jpg,False,800,81,0,0.03269,509,1,800
needs_background,0.0,0.03897,0.01533,0.0,p_6a146a68d6d88.jpg,False,1920,82,0,0.02623,509,2,1920
needs_background,0.25,0.23092,0.17051,0.0,p_6a146e42f2db9.webp,False,1920,83,1,0.16629,510,0,1920
needs_background,0.0,0.0,0.0,0.0,p_6a146e42f3856.webp,False,1920,84,0,0.00568,510,1,1920
needs_background,0.25637,0.32184,0.09482,0.0,p_6a146e42f3f8e.webp,False,1920,85,0,0.23377,510,2,1920
needs_background,0.0,0.04401,0.00117,0.0,p_6a146f3409f7f.jpg,False,225,86,1,0.02163,511,0,225
review_white,1.0,0.99931,0.00069,0.0,p_6a146f340a73d.jpg,False,188,87,0,0.44476,511,1,268
review_white,0.99546,0.94637,0.01402,0.0,p_6a146f340aea1.jpg,False,208,88,0,0.55054,511,2,242
review_white,1.0,0.99931,0.00069,0.0,p_6a14709ddeed0.jpg,False,188,89,1,0.44476,512,0,268
needs_background,0.0,0.00475,0.0,0.0,p_6a14709ddf5f5.jpg,False,259,90,0,0.00187,512,1,194
review_white,0.99546,0.94637,0.01402,0.0,p_6a14709ddfaf2.jpg,False,208,91,0,0.55054,512,2,242
clean_white,1.0,1.0,1.0,0.0,p_6a1e38472b346.jpg,False,540,92,1,0.88428,513,1,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e38472ba4f.jpg,False,540,93,0,0.91756,513,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e38472c05b.jpg,False,540,94,0,0.97275,513,6,540
needs_background,0.25,0.23092,0.17051,0.0,p_6a1472174a2a0.webp,False,1920,95,1,0.16629,514,0,1920
needs_background,0.0,0.0,0.0,0.0,p_6a1472174a7cb.webp,False,1920,96,0,0.00568,514,1,1920
needs_background,0.25637,0.32184,0.09482,0.0,p_6a1472174ad8d.webp,False,1920,97,0,0.23377,514,2,1920
clean_white,1.0,0.99489,0.99471,0.0,p_6a1e41a24eb8b.jpg,False,800,98,1,0.67991,515,1,800
clean_white,1.0,1.0,1.0,0.0,p_6a1e41a24f0ae.jpg,False,800,99,0,0.65742,515,3,800
clean_white,1.0,1.0,1.0,0.0,p_6a1e41a24f59e.jpg,False,800,100,0,0.71068,515,6,800
clean_white,1.0,1.0,1.0,0.0,p_6a1e41a24fad2.jpg,False,800,101,0,0.68583,515,10,800
clean_white,1.0,1.0,1.0,0.0,p_6a1e41a250032.jpg,False,800,102,0,0.64463,515,15,800
clean_white,1.0,1.0,1.0,0.0,p_6a1e41a2507cb.jpg,False,800,103,0,0.64341,515,21,800
clean_white,1.0,1.0,1.0,0.0,p_6a1e33de1b6c5.jpg,False,540,104,1,0.88428,516,1,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e33de1bf0b.jpg,False,540,105,0,0.91756,516,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e33de1c5af.jpg,False,540,106,0,0.97275,516,6,540
needs_background,1.0,0.60294,0.60294,0.0,p_6a14745bcc646.jpg,False,800,107,1,0.25022,517,0,800
needs_background,0.0,0.0,0.0,0.0,p_6a14745bccdab.jpg,False,768,108,0,1e-05,517,1,768
review_white,0.99546,0.94637,0.01402,0.0,p_6a14745bcd411.jpg,False,208,109,0,0.55054,517,2,242
needs_background,0.0,0.0,0.0,0.0,p_6a14755434e0c.jpg,False,768,110,1,1e-05,518,0,768
needs_background,0.0,0.04401,0.00117,0.0,p_6a14755435376.jpg,False,225,111,0,0.02163,518,1,225
review_white,0.99546,0.94637,0.01402,0.0,p_6a14755435955.jpg,False,208,112,0,0.55054,518,2,242
review_white,0.9728,0.80217,0.80176,0.0,p_6a14756169916.jpg,False,800,113,1,0.46899,519,0,800
clean_white,1.0,1.0,1.0,0.0,p_6a14756169d6f.jpg,False,800,114,0,0.70084,519,1,800
clean_white,1.0,0.9911,0.98963,0.0,p_6a1475616a271.jpg,False,800,115,0,0.68326,519,2,800
needs_background,0.0,0.0,0.0,0.0,p_6a14763345e8a.jpg,False,768,116,1,1e-05,520,0,768
needs_background,1.0,0.58451,0.58451,0.0,p_6a14763346627.jpg,False,225,117,0,0.22289,520,1,225
review_white,1.0,0.99931,0.00069,0.0,p_6a14763346d27.jpg,False,188,118,0,0.44476,520,2,268
clean_white,1.0,1.0,1.0,0.0,p_6a1c6765d056c.jpg,False,540,119,0,0.88428,520,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6765d0ad7.jpg,False,540,120,0,0.91756,520,5,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6765d10a7.jpg,False,540,121,0,0.97275,520,8,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6d9c24c34.jpg,False,540,122,0,0.88428,520,9,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6d9c25352.jpg,False,540,123,0,0.91756,520,11,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6d9c259ca.jpg,False,540,124,0,0.97275,520,14,540
needs_background,0.0,0.0,0.0,0.0,p_6a14767571249.webp,False,1920,125,1,0.00568,521,0,1920
needs_background,0.25,0.23092,0.17051,0.0,p_6a14767571af0.webp,False,1920,126,0,0.16629,521,1,1920
needs_background,0.25637,0.32184,0.09482,0.0,p_6a14767571f7b.webp,False,1920,127,0,0.23377,521,2,1920
needs_background,1.0,0.60294,0.60294,0.0,p_6a147717e3159.jpg,False,800,128,1,0.25022,522,0,800
needs_background,0.0,0.0,0.0,0.0,p_6a147717e3765.jpg,False,768,129,0,1e-05,522,1,768
review_white,0.99546,0.94637,0.01402,0.0,p_6a147717e3d1f.jpg,False,208,130,0,0.55054,522,2,242
needs_background,0.25637,0.32184,0.09482,0.0,p_6a14783801e32.webp,False,1920,131,1,0.23377,523,0,1920
needs_background,0.0,0.0,0.0,0.0,p_6a14783802586.webp,False,1920,132,0,0.00568,523,1,1920
needs_background,0.25,0.23092,0.17051,0.0,p_6a14783802ad8.webp,False,1920,133,0,0.16629,523,2,1920
clean_white,1.0,1.0,1.0,0.0,p_6a147b7052fa3.jpg,False,800,134,1,0.70223,524,6,800
clean_white,1.0,1.0,1.0,0.0,p_6a147b7053552.jpg,False,800,135,0,0.66612,524,10,800
clean_white,1.0,1.0,1.0,0.0,p_6a147b7053b0a.jpg,False,800,136,0,0.69439,524,15,800
clean_white,1.0,1.0,1.0,0.0,p_6a1d9e846be73.jpg,False,540,137,1,0.74243,525,1,540
clean_white,1.0,1.0,1.0,0.0,p_6a1d9e846c5fd.jpg,False,540,138,0,0.75324,525,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1d9e846cd1e.jpg,False,540,139,0,0.83522,525,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a147ea923f46.jpg,False,800,140,1,0.66658,526,3,800
clean_white,1.0,1.0,1.0,0.0,p_6a147ea92453f.jpg,False,800,141,0,0.67579,526,6,800
clean_white,1.0,1.0,1.0,0.0,p_6a147ea924bfe.jpg,False,800,142,0,0.68633,526,10,800
clean_white,1.0,1.0,1.0,0.0,p_6a1480441726c.jpg,False,800,143,1,0.69281,527,6,800
clean_white,1.0,1.0,1.0,0.0,p_6a148044178de.jpg,False,800,144,0,0.69041,527,10,800
clean_white,1.0,0.99776,0.99772,0.0,p_6a14804417f01.jpg,False,800,145,0,0.66999,527,15,800
clean_white,1.0,0.99882,0.99871,0.0,p_6a14fc0027dc5.jpg,False,800,146,1,0.68201,528,6,800
clean_white,1.0,1.0,1.0,0.0,p_6a14fc00283d4.jpg,False,800,147,0,0.63162,528,10,800
clean_white,1.0,0.99739,0.99732,0.0,p_6a14fc00289cd.jpg,False,800,148,0,0.6878,528,15,800
needs_background,0.0,0.0,0.0,0.0,p_6a147b74a83df.webp,False,1920,149,1,0.00568,530,0,1920
needs_background,0.25,0.23092,0.17051,0.0,p_6a147b74a8a6a.webp,False,1920,150,0,0.16629,530,1,1920
needs_background,0.25637,0.32184,0.09482,0.0,p_6a147b74a8fe8.webp,False,1920,151,0,0.23377,530,2,1920
needs_background,0.0,0.0,0.0,0.0,p_6a1e44b6e633a.jpg,False,150,152,1,0.00116,543,1,149
needs_background,0.0,0.04837,0.0,0.0,p_6a1e44b6e6a57.jpg,False,150,153,0,0.16407,543,3,149
review_white,0.87778,0.88358,0.8772,0.0,p_6a1e44b6e713b.jpg,False,150,154,0,0.40196,543,6,150
needs_background,0.0,0.0,0.0,0.0,p_6a1e44b6e76a9.jpg,False,1919,155,0,0.00275,543,10,1917
clean_white,1.0,1.0,1.0,0.0,p_6a1e4402534f2.jpg,False,150,156,1,0.68738,544,1,150
clean_white,1.0,1.0,1.0,0.0,p_6a1e440253a2e.jpg,False,150,157,0,0.6792,544,3,150
clean_white,1.0,1.0,1.0,0.0,p_6a1e440253f67.jpg,False,600,158,0,0.69579,544,6,600
needs_background,0.25,0.25601,0.18124,0.0,p_6a1e4359880ea.png,True,357,159,1,0.17987,546,1,449
needs_background,0.0,0.0,0.0,0.0,p_6a1e435988624.png,True,432,160,0,8e-05,546,3,527
needs_background,0.0,0.0001,0.0,0.0,p_6a1e423f184fe.png,True,356,161,1,0.0018,547,1,434
needs_background,0.0,0.0003,0.0,0.0,p_6a1e423f18de7.png,True,314,162,0,0.00523,547,3,508
clean_white,1.0,0.95074,0.94882,0.0,p_6a1e45d00855e.png,True,505,163,1,0.51876,550,1,500
clean_white,1.0,0.99466,0.99411,0.0,p_6a1e45d008b63.png,True,459,164,0,0.59065,550,3,576
needs_background,0.23694,0.33661,0.04702,0.0,p_6a1e455b0291f.png,True,488,165,1,0.17976,554,1,479
needs_background,0.0,0.08208,0.01553,0.0,p_6a1e455b03092.png,True,422,166,0,0.04053,554,3,564
needs_background,0.0,0.07824,0.00051,0.0,p_6a1e455b03973.png,True,587,167,0,0.05086,554,6,566
clean_white,1.0,0.97129,0.96745,0.0,p_6a1e46418303d.png,True,507,168,1,0.5102,555,1,377
clean_white,1.0,0.98701,0.98605,0.0,p_6a1e4641836d0.png,True,409,169,0,0.47741,555,3,512
review_white,0.99976,0.87887,0.87594,0.0,p_6a1e464183c1c.png,True,451,170,0,0.4682,555,6,514
needs_background,0.0,0.0,0.0,0.0,p_6a17aeccb5e02.png,False,1024,171,1,0.0244,558,1,1024
needs_background,0.27333,0.26012,0.1184,0.0,p_6a17aeccb64ce.jpg,False,150,172,0,0.18182,558,3,150
needs_background,0.0,0.10365,0.02443,0.0,p_6a17aeccb6a91.jpg,False,150,173,0,0.10244,558,6,150
needs_background,0.5,0.40024,0.10904,0.0,p_6a1e4839c0464.png,True,372,174,1,0.21637,559,1,553
review_white,0.89646,0.86422,0.76475,0.0,p_6a1e4839c0b9b.png,True,615,175,0,0.35451,559,3,530
needs_background,0.0,0.00012,0.0,0.0,p_6a1e476f830fb.png,True,544,176,1,0.0009,560,1,555
needs_background,0.0,0.0,0.0,0.0,p_6a1e476f83cd6.png,True,519,177,0,0.00187,560,3,542
needs_background,0.0,0.00012,0.0,0.0,p_6a1e469cbde0e.png,True,544,178,1,0.0009,562,1,555
needs_background,0.0,0.0,0.0,0.0,p_6a1e469cbe502.png,True,519,179,0,0.00187,562,3,542
clean_white,0.98746,0.9421,0.93949,0.0,p_6a1e49e2db21d.png,False,1024,180,1,0.3511,564,1,1024
clean_white,1.0,0.98869,0.98742,0.0,p_6a1e49e2db8d9.png,True,200,181,0,0.74116,564,3,659
clean_white,1.0,0.99939,0.99909,0.0,p_6a1e49e2dbee7.png,True,224,182,0,0.68973,564,6,643
needs_background,0.0,0.0,0.0,0.0,p_6a1e4d0ad0e8e.png,True,431,183,1,5e-05,568,1,575
needs_background,0.0,0.0,0.0,0.0,p_6a1e4d0ad14de.png,True,424,184,0,0.00031,568,3,510
needs_background,0.0,0.0,0.0,0.0,p_6a1e4d0ad1bb1.png,True,451,185,0,0.00017,568,6,540
needs_background,0.0,0.02404,0.00026,0.0,p_6a1e4b3f5834c.jpg,False,600,186,1,0.00756,570,1,600
needs_background,0.08719,0.01853,4e-05,0.0,p_6a1e4b3f58b11.jpg,False,600,187,0,0.00429,570,3,600
needs_background,0.11381,0.12173,0.01772,0.0,p_6a1e4b3f591ee.jpg,False,600,188,0,0.04123,570,6,600
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-ford-ranger-2018-van-tiet-luu-theo-xe-ranger-2018.jpg,False,1920,189,1,0.00051,571,0,1920
needs_background,0.24961,0.23581,0.00305,0.0,van-tiet-luu-ford-ranger-2018-van-tiet-luu-theo-xe-ranger-2018-2.jpg,False,1920,190,0,0.15478,571,1,1920
needs_background,0.0,0.00614,0.0,0.0,van-tiet-luu-ford-ranger-2018-van-tiet-luu-theo-xe-ranger-2018-3.jpg,False,1920,191,0,0.04394,571,2,1920
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-bmw-e60-chinh-hang-fujikoki-vde-15qtex-106-van-tiet-luu-bmw-e61-530.jpg,False,1920,192,1,0.00358,572,0,1920
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-bmw-e60-chinh-hang-fujikoki-vde-15qtex-106-van-tiet-luu-bmw-e61-530-2.jpg,False,1920,193,0,0.07025,572,1,1920
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-bmw-320i-chinh-hang-fujikoki-vde-15qtex-119.jpg,False,1000,194,1,0.00021,573,0,1000
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-bmw-320i-chinh-hang-fujikoki-vde-15qtex-119-2.jpg,False,1920,195,0,0.09414,573,1,1920
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-ford-everest-2020-fujikoki-vde-15qtex-120.jpg,False,1000,196,1,0.00666,575,0,1000
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-ford-everest-2020-fujikoki-vde-15qtex-120-2.jpg,False,1000,197,0,0.00238,575,1,1000
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-ford-everest-2020-fujikoki-vde-15qtex-120-3.jpg,False,1000,198,0,0.00359,575,2,1000
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-ford-everest-2020-fujikoki-vde-15qtex-120-4.jpg,False,1000,199,0,0.01955,575,3,1000
needs_background,0.0,0.0,0.0,0.0,van-tiet-luu-ford-everest-2020-fujikoki-vde-15qtex-120-5.jpg,False,1000,200,0,0.00718,575,4,1000
needs_background,0.00039,0.00026,0.0,0.0,van-tiet-luu-ford-everest-2020-fujikoki-vde-15qtex-120-6.jpg,False,1920,201,0,0.00308,575,5,1920
needs_background,0.0,0.00026,0.0,0.0,van-duoi-loc-dieu-hoa-deawoo-lacetti-van-duoi-...-oem.jpg,False,500,202,1,0.0013,576,0,500
needs_background,0.0,0.01298,0.0,0.0,van-duoi-loc-dieu-hoa-deawoo-lacetti-van-duoi-...-oem-2.jpg,False,500,203,0,0.02096,576,1,500
needs_background,0.0,0.06438,0.0,0.0,van-duoi-loc-dieu-hoa-deawoo-lacetti-van-duoi-...-oem-3.jpg,False,500,204,0,0.08135,576,2,500
needs_background,0.0,0.0,0.0,0.0,p_6a1e4dee60e65.jpg,False,600,205,1,0.00442,584,1,600
needs_background,0.0,7e-05,4e-05,0.0,p_6a1e4dee614c7.jpg,False,600,206,0,0.01883,584,3,600
needs_background,0.0,0.0007,0.00018,0.0,p_6a1e4dee61a3d.jpg,False,600,207,0,0.01292,584,6,600
needs_background,0.0,0.00015,7e-05,0.0,p_6a1e4dee61f94.jpg,False,600,208,0,0.01022,584,10,600
needs_background,0.7255,0.69868,0.69375,0.0,p_6a1e4f26157ea.jpg,False,800,209,1,0.4034,586,1,800
needs_background,1.0,0.71243,0.71202,0.0,p_6a1e4f2615e8f.jpg,False,800,210,0,0.42576,586,3,800
needs_background,0.43673,0.32945,0.32632,0.0,p_6a1e4f26176bc.jpg,False,800,211,0,0.12566,586,6,800
review_white,1.0,0.85882,0.85868,0.0,p_6a1e4f2617cd0.jpg,False,800,212,0,0.55937,586,10,800
clean_white,1.0,0.99985,0.99982,0.0,p_6a1e4fbbd6fa8.jpg,False,800,213,1,0.50262,587,1,800
clean_white,1.0,0.99331,0.9932,0.0,p_6a1e4fbbd7662.jpg,False,800,214,0,0.7543,587,3,800
review_white,1.0,0.91596,0.9157,0.0,p_6a1e4fbbd7d66.jpg,False,800,215,0,0.71174,587,6,800
clean_white,1.0,0.99912,0.99901,0.0,p_6a1e4fbbd8359.jpg,False,800,216,0,0.40841,587,10,800
clean_white,1.0,0.99283,0.99246,0.0,p_6a1e4fbbd89ec.jpg,False,800,217,0,0.70684,587,15,800
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9b9915b9f.jpg,False,540,218,1,0.82606,589,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9b991610b.jpg,False,540,219,0,0.73971,589,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9b9916706.jpg,False,540,220,0,0.51078,589,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9b9b0b63e.jpg,False,540,221,1,0.82606,592,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9b9b0bd4d.jpg,False,540,222,0,0.73971,592,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9b9b0c5d6.jpg,False,540,223,0,0.51078,592,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9b9d0abf5.jpg,False,540,224,1,0.82606,594,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9b9d0b254.jpg,False,540,225,0,0.73971,594,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9b9d0b7f0.jpg,False,540,226,0,0.51078,594,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9b9ee25db.jpg,False,540,227,1,0.82606,595,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9b9ee2acc.jpg,False,540,228,0,0.73971,595,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9b9ee3132.jpg,False,540,229,0,0.51078,595,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9ba11f0f1.jpg,False,540,230,1,0.82606,596,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9ba11f810.jpg,False,540,231,0,0.73971,596,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9ba11fd9f.jpg,False,540,232,0,0.51078,596,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9ba294f3a.jpg,False,540,233,1,0.82606,597,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9ba29562e.jpg,False,540,234,0,0.73971,597,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9ba295d4f.jpg,False,540,235,0,0.51078,597,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9ba4a0b82.jpg,False,540,236,1,0.82606,598,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9ba4a11d4.jpg,False,540,237,0,0.73971,598,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9ba4a175a.jpg,False,540,238,0,0.51078,598,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9ba69a043.jpg,False,540,239,1,0.82606,599,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9ba69ac2b.jpg,False,540,240,0,0.73971,599,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9ba69b332.jpg,False,540,241,0,0.51078,599,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9ba888759.jpg,False,540,242,1,0.82606,600,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9ba888e0a.jpg,False,540,243,0,0.73971,600,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9ba889438.jpg,False,540,244,0,0.51078,600,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9baae5d48.jpg,False,540,245,1,0.82606,601,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9baae6513.jpg,False,540,246,0,0.73971,601,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9baae6b96.jpg,False,540,247,0,0.51078,601,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9bad499d6.jpg,False,540,248,1,0.82606,602,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9bad49f7a.jpg,False,540,249,0,0.73971,602,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9bad4a4fd.jpg,False,540,250,0,0.51078,602,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9baf5ff26.jpg,False,540,251,1,0.82606,603,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9baf60485.jpg,False,540,252,0,0.73971,603,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9baf60c85.jpg,False,540,253,0,0.51078,603,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9bb1b7e75.jpg,False,540,254,1,0.82606,604,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9bb1b8609.jpg,False,540,255,0,0.73971,604,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9bb1b8bfe.jpg,False,540,256,0,0.51078,604,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9bb3d84d3.jpg,False,540,257,1,0.82606,605,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9bb3d8c7a.jpg,False,540,258,0,0.73971,605,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9bb3d9516.jpg,False,540,259,0,0.51078,605,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9bb6db05e.jpg,False,540,260,1,0.82606,606,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9bb6db7e5.jpg,False,540,261,0,0.73971,606,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9bb6dbe84.jpg,False,540,262,0,0.51078,606,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9bbabd81f.jpg,False,540,263,1,0.82606,607,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9bbabde9e.jpg,False,540,264,0,0.73971,607,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9bbabe4a3.jpg,False,540,265,0,0.51078,607,6,540
clean_white,1.0,0.99419,0.99371,0.0,p_6a1d9bbd0e0cb.jpg,False,540,266,1,0.82606,608,1,540
clean_white,1.0,0.99963,0.89099,0.0,p_6a1d9bbd0e6e7.jpg,False,540,267,0,0.73971,608,3,540
clean_white,1.0,1.0,0.97437,0.0,p_6a1d9bbd0ece6.jpg,False,540,268,0,0.51078,608,6,540
clean_white,1.0,0.99537,0.99434,0.0,p_6a1d9bbfe83ba.jpg,False,540,269,1,0.81427,609,1,540
needs_background,1.0,0.65037,0.61033,0.0,p_6a1d9bbfe8aa5.jpg,False,540,270,0,0.37718,609,3,540
clean_white,1.0,0.98132,0.98033,0.0,p_6a1d9bbfe9114.jpg,False,540,271,0,0.67177,609,6,540
clean_white,1.0,0.99537,0.99434,0.0,p_6a1d9bc1e007a.jpg,False,540,272,1,0.81427,610,1,540
needs_background,1.0,0.65037,0.61033,0.0,p_6a1d9bc1e099f.jpg,False,540,273,0,0.37718,610,3,540
clean_white,1.0,0.98132,0.98033,0.0,p_6a1d9bc1e0ff7.jpg,False,540,274,0,0.67177,610,6,540
clean_white,1.0,0.99537,0.99434,0.0,p_6a1d9bc3ac4e4.jpg,False,540,275,1,0.81427,611,1,540
needs_background,1.0,0.65037,0.61033,0.0,p_6a1d9bc3acafa.jpg,False,540,276,0,0.37718,611,3,540
clean_white,1.0,0.98132,0.98033,0.0,p_6a1d9bc3ad1ee.jpg,False,540,277,0,0.67177,611,6,540
clean_white,1.0,0.99537,0.99434,0.0,p_6a1d9bc56a94a.jpg,False,540,278,1,0.81427,612,1,540
needs_background,1.0,0.65037,0.61033,0.0,p_6a1d9bc56aff2.jpg,False,540,279,0,0.37718,612,3,540
clean_white,1.0,0.98132,0.98033,0.0,p_6a1d9bc56b63f.jpg,False,540,280,0,0.67177,612,6,540
clean_white,1.0,0.99537,0.99434,0.0,p_6a1d9bc75e9de.jpg,False,540,281,1,0.81427,613,1,540
needs_background,1.0,0.65037,0.61033,0.0,p_6a1d9bc75f089.jpg,False,540,282,0,0.37718,613,3,540
clean_white,1.0,0.98132,0.98033,0.0,p_6a1d9bc75f7ad.jpg,False,540,283,0,0.67177,613,6,540
clean_white,1.0,0.99537,0.99434,0.0,p_6a1d9bc93b54f.jpg,False,540,284,1,0.81427,614,1,540
needs_background,1.0,0.65037,0.61033,0.0,p_6a1d9bc93bb24.jpg,False,540,285,0,0.37718,614,3,540
clean_white,1.0,0.98132,0.98033,0.0,p_6a1d9bc93c0e5.jpg,False,540,286,0,0.67177,614,6,540
clean_white,1.0,0.99537,0.99434,0.0,p_6a1d9bcb13627.jpg,False,540,287,1,0.81427,615,1,540
