classification,corner_near_white,edge_near_white,edge_strict_white,edge_transparent,file_path,has_alpha,height,image_id,is_main,overall_near_white,product_id,sort_order,width
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a52a359c.jpg,False,540,2593,0,0.88428,1403,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a5394517.jpg,False,540,2594,1,0.97228,1404,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a5394d51.jpg,False,540,2595,0,0.79576,1404,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a5395459.jpg,False,540,2596,0,0.88428,1404,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a54809b2.jpg,False,540,2597,1,0.97228,1405,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a5480f9d.jpg,False,540,2598,0,0.79576,1405,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a5481d40.jpg,False,540,2599,0,0.88428,1405,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a556c4c8.jpg,False,540,2600,1,0.97228,1406,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a556cb4e.jpg,False,540,2601,0,0.79576,1406,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a556d261.jpg,False,540,2602,0,0.88428,1406,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a5660bac.jpg,False,540,2603,1,0.97228,1407,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a566128c.jpg,False,540,2604,0,0.79576,1407,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a56619a2.jpg,False,540,2605,0,0.88428,1407,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a574c54e.jpg,False,540,2606,1,0.97228,1408,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a574cc0f.jpg,False,540,2607,0,0.79576,1408,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a574d291.jpg,False,540,2608,0,0.88428,1408,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a58aaae5.jpg,False,540,2609,1,0.97228,1409,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a58ab249.jpg,False,540,2610,0,0.79576,1409,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a58ab8a8.jpg,False,540,2611,0,0.88428,1409,6,540
clean_white,1.0,0.99529,0.99482,0.0,p_6a1e3a5b3d3f2.jpg,False,540,2612,1,0.51948,1410,1,540
clean_white,1.0,0.99044,0.9879,0.0,p_6a1e3a5b3db04.jpg,False,540,2613,0,0.75106,1410,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a5b3e1aa.jpg,False,540,2614,0,0.83478,1410,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a5c2a05c.jpg,False,540,2615,1,0.97228,1411,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a5c2a808.jpg,False,540,2616,0,0.79576,1411,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a5c2afb5.jpg,False,540,2617,0,0.88428,1411,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a5d68d0b.jpg,False,540,2618,1,0.97228,1412,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a5d692f0.jpg,False,540,2619,0,0.79576,1412,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a5d697f1.jpg,False,540,2620,0,0.88428,1412,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a5e59e5b.jpg,False,540,2621,1,0.97228,1413,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a5e5a9eb.jpg,False,540,2622,0,0.79576,1413,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a5e5af94.jpg,False,540,2623,0,0.88428,1413,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a5f44354.jpg,False,540,2624,1,0.90461,1414,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a5f44978.jpg,False,540,2625,0,0.82054,1414,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a5f44f61.jpg,False,540,2626,0,0.92095,1414,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a602bdcd.jpg,False,540,2627,1,0.90461,1415,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a602c448.jpg,False,540,2628,0,0.82054,1415,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a602c9e5.jpg,False,540,2629,0,0.92095,1415,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a611b1c0.jpg,False,540,2630,1,0.90461,1416,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a611b877.jpg,False,540,2631,0,0.82054,1416,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a611befe.jpg,False,540,2632,0,0.92095,1416,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a620bdfe.jpg,False,540,2633,1,0.90461,1417,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a620c489.jpg,False,540,2634,0,0.82054,1417,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a620cad0.jpg,False,540,2635,0,0.92095,1417,6,540
clean_white,1.0,0.97956,0.97864,0.0,p_6a1e3a648bdec.jpg,False,540,2636,1,0.58346,1418,1,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a648c59f.jpg,False,540,2637,0,0.84227,1418,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a648cce2.jpg,False,540,2638,0,0.94082,1418,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a657ee8f.jpg,False,540,2639,1,0.90461,1419,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a657f538.jpg,False,540,2640,0,0.82054,1419,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a657fc3f.jpg,False,540,2641,0,0.92095,1419,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a666b9f5.jpg,False,540,2642,1,0.90461,1420,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a666c047.jpg,False,540,2643,0,0.82054,1420,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a666c604.jpg,False,540,2644,0,0.92095,1420,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a675c424.jpg,False,540,2645,1,0.90461,1421,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a675ca11.jpg,False,540,2646,0,0.82054,1421,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a675d008.jpg,False,540,2647,0,0.92095,1421,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a684e64d.jpg,False,540,2648,1,0.90461,1422,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a684ed3b.jpg,False,540,2649,0,0.82054,1422,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a684f37c.jpg,False,540,2650,0,0.92095,1422,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a693d2fb.jpg,False,540,2651,1,0.90461,1423,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a693d9d6.jpg,False,540,2652,0,0.82054,1423,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a693dfb4.jpg,False,540,2653,0,0.92095,1423,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a6a28ff5.jpg,False,540,2654,1,0.90461,1424,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a6a295eb.jpg,False,540,2655,0,0.82054,1424,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a6a29bee.jpg,False,540,2656,0,0.92095,1424,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a6ac6f46.jpg,False,540,2657,1,0.90461,1425,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a6ac76fa.jpg,False,540,2658,0,0.82054,1425,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a6ac7db3.jpg,False,540,2659,0,0.92095,1425,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a6b7131c.jpg,False,540,2660,1,0.90461,1426,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a6b71a20.jpg,False,540,2661,0,0.82054,1426,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a6b71f8e.jpg,False,540,2662,0,0.92095,1426,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a6c6b1ef.jpg,False,540,2663,1,0.90461,1427,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a6c6b8bc.jpg,False,540,2664,0,0.82054,1427,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a6c6bf6e.jpg,False,540,2665,0,0.92095,1427,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a6d1714b.jpg,False,540,2666,1,0.90461,1428,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a6d1775d.jpg,False,540,2667,0,0.82054,1428,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a6d17dbc.jpg,False,540,2668,0,0.92095,1428,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a6de3940.jpg,False,540,2669,1,0.90461,1429,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a6de3f62.jpg,False,540,2670,0,0.82054,1429,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a6de4526.jpg,False,540,2671,0,0.92095,1429,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a6e8eec6.jpg,False,540,2672,1,0.90461,1430,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a6e8f5be.jpg,False,540,2673,0,0.82054,1430,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a6e8fb9a.jpg,False,540,2674,0,0.92095,1430,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a6f39655.jpg,False,540,2675,1,0.90461,1431,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a6f39c10.jpg,False,540,2676,0,0.82054,1431,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a6f3a322.jpg,False,540,2677,0,0.92095,1431,6,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a6fd711a.jpg,False,540,2678,1,0.90461,1432,1,540
clean_white,1.0,0.93338,0.93239,0.0,p_6a1e3a6fd7894.jpg,False,540,2679,0,0.82054,1432,3,540
clean_white,1.0,0.98338,0.98243,0.0,p_6a1e3a6fd7ef9.jpg,False,540,2680,0,0.92095,1432,6,540
clean_white,1.0,0.9843,0.9832,0.0,p_6a1bb9d1115da.jpg,False,800,2681,1,0.58157,1434,0,800
clean_white,0.97415,0.97099,0.96956,0.0,p_6a1bb9d111d40.jpg,False,800,2682,0,0.39443,1434,1,800
clean_white,1.0,0.97217,0.97165,0.0,p_6a1bb9d112411.jpg,False,800,2683,0,0.61706,1434,2,800
clean_white,1.0,1.0,1.0,0.0,p_6a1c6766be8d9.jpg,False,540,2684,0,0.88428,1434,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6766beeda.jpg,False,540,2685,0,0.91756,1434,5,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6766bf60f.jpg,False,540,2686,0,0.97275,1434,8,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6d9d09390.jpg,False,540,2687,0,0.88428,1434,9,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6d9d09ac4.jpg,False,540,2688,0,0.91756,1434,11,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6d9d0a0fb.jpg,False,540,2689,0,0.97275,1434,14,540
needs_background,0.0,0.0,0.0,0.0,p_6a1bcd089b4af.jpg,False,1280,2690,1,0.00068,1435,0,960
needs_background,0.00034,0.01694,0.00383,0.0,p_6a1bcd089bac8.jpg,False,960,2691,0,0.01578,1435,1,1280
needs_background,0.0,0.0,0.0,0.0,p_6a1bcd089c01a.jpg,False,600,2692,0,3e-05,1435,2,450
clean_white,1.0,0.98892,0.90583,0.0,p_6a1beab5eb5f3.jpg,False,266,2693,1,0.72861,1437,0,400
clean_white,1.0,1.0,1.0,0.0,p_6a1beab5ebd17.jpg,False,480,2694,0,0.72828,1437,1,640
clean_white,1.0,1.0,1.0,0.0,p_6a1beab5ec3c1.jpg,False,532,2695,0,0.62952,1437,2,800
clean_white,1.0,0.99184,0.99077,0.0,p_6a1c6ef2f26c0.jpg,False,540,2696,0,0.79576,1437,3,540
review_white,0.99936,0.8637,0.82449,0.0,p_6a1beda082172.jpg,False,689,2697,1,0.35085,1438,0,894
clean_white,1.0,1.0,1.0,0.0,p_6a1beda0828ae.jpg,False,400,2698,0,0.62863,1438,1,400
clean_white,1.0,0.97978,0.97893,0.0,p_6a1beda082f6c.jpg,False,1200,2699,0,0.55096,1438,2,1200
needs_background,0.9872,0.73454,0.63304,0.0,p_6a1bf13cbc06c.png,True,278,2700,1,0.27044,1439,0,400
clean_white,1.0,0.99403,0.99266,0.0,p_6a1bf13cbc652.jpg,False,225,2701,0,0.67642,1439,1,225
clean_white,1.0,0.99184,0.99077,0.0,p_6a1c6ef215e1f.jpg,False,540,2702,0,0.79576,1439,2,540
clean_white,1.0,0.99169,0.99114,0.0,p_6a1c6ef2165d1.jpg,False,540,2703,0,0.63782,1439,4,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6ef216d25.jpg,False,540,2704,0,0.75032,1439,7,540
needs_background,0.0,0.00026,4e-05,0.0,p_6a1bf5f004608.jpg,False,1024,2705,1,0.00769,1440,0,1024
needs_background,0.00477,0.00297,8e-05,0.0,p_6a1bf5f004c4b.jpg,False,240,2706,0,0.00495,1440,1,240
clean_white,1.0,0.99184,0.99077,0.0,p_6a1c6ef19ca3e.jpg,False,540,2707,0,0.79576,1440,2,540
clean_white,1.0,0.99169,0.99114,0.0,p_6a1c6ef19d197.jpg,False,540,2708,0,0.63782,1440,4,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6ef19d7ec.jpg,False,540,2709,0,0.75032,1440,7,540
needs_background,0.75,0.89176,0.64401,0.0,p_6a1bf7508819b.jpg,False,700,2710,1,0.73929,1441,0,700
needs_background,0.0,0.0,0.0,0.0,p_6a1bf750887a7.jpg,False,194,2711,0,0.00462,1441,1,259
needs_background,0.7704,0.73905,0.71652,0.0,p_6a1bf9dd490f9.webp,False,269,2712,1,0.22838,1442,0,240
review_white,0.90017,0.83918,0.82885,0.0,p_6a1bf9dd496ae.webp,False,255,2713,0,0.49188,1442,1,240
clean_white,1.0,0.99184,0.99077,0.0,p_6a1c6ef0b34c0.jpg,False,540,2714,0,0.79576,1442,2,540
clean_white,1.0,0.99169,0.99114,0.0,p_6a1c6ef0b4706.jpg,False,540,2715,0,0.63782,1442,4,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6ef0b5444.jpg,False,540,2716,0,0.75032,1442,7,540
needs_background,0.75608,0.70243,0.67561,0.0,p_6a1bfc09991e7.webp,False,318,2717,1,0.27939,1443,0,240
needs_background,0.85113,0.79739,0.78021,0.0,p_6a1bfc09998de.webp,False,301,2718,0,0.49463,1443,1,240
clean_white,1.0,0.99184,0.99077,0.0,p_6a1c6ef038014.jpg,False,540,2719,0,0.79576,1443,2,540
needs_background,0.71875,0.74837,0.72113,0.0,p_6a1bff9f116af.webp,False,269,2720,1,0.22582,1444,0,240
needs_background,0.39149,0.36542,0.30659,0.0,p_6a1bff9f11d0e.webp,False,273,2721,0,0.07176,1444,1,240
clean_white,1.0,0.99184,0.99077,0.0,p_6a1c6eefbcbff.jpg,False,540,2722,0,0.79576,1444,2,540
clean_white,1.0,0.99169,0.99114,0.0,p_6a1c6eefbd825.jpg,False,540,2723,0,0.63782,1444,4,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6eefbdfe0.jpg,False,540,2724,0,0.75032,1444,7,540
clean_white,1.0,0.93425,0.92641,0.0,p_6a1c01821e4e2.webp,False,220,2725,1,0.49328,1445,0,240
clean_white,1.0,0.97496,0.97054,0.0,p_6a1c01821eb98.webp,False,273,2726,0,0.73246,1445,1,240
clean_white,1.0,0.99184,0.99077,0.0,p_6a1c6eef50017.jpg,False,540,2727,0,0.79576,1445,2,540
clean_white,1.0,0.99169,0.99114,0.0,p_6a1c6eef5070b.jpg,False,540,2728,0,0.63782,1445,4,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6eef50d3d.jpg,False,540,2729,0,0.75032,1445,7,540
needs_background,0.0,0.0,0.0,0.0,p_6a1c040aad9cd.jpg,False,1280,2730,1,0.00068,1446,0,960
clean_white,1.0,0.94061,0.9354,0.0,p_6a1c040aadf6b.webp,False,273,2731,0,0.58584,1446,1,240
clean_white,1.0,1.0,1.0,0.0,p_6a1c6767384b1.jpg,False,540,2732,0,0.88428,1446,2,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c676738b40.jpg,False,540,2733,0,0.91756,1446,4,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c67673911e.jpg,False,540,2734,0,0.97275,1446,7,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6d9d75fff.jpg,False,540,2735,0,0.88428,1446,8,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6d9d765e8.jpg,False,540,2736,0,0.91756,1446,10,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6d9d76b3c.jpg,False,540,2737,0,0.97275,1446,13,540
needs_background,0.00206,0.00072,0.0005,0.0,p_6a1c05d7edd8e.jpg,False,2560,2738,1,0.00601,1447,0,1920
clean_white,1.0,1.0,1.0,0.0,p_6a1c05d7ee41d.jpg,False,1280,2739,0,0.70079,1447,1,960
clean_white,1.0,0.99184,0.99077,0.0,p_6a1c6eeed54a0.jpg,False,540,2740,0,0.79576,1447,2,540
clean_white,1.0,0.99169,0.99114,0.0,p_6a1c6eeed5b53.jpg,False,540,2741,0,0.63782,1447,4,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6eeed6168.jpg,False,540,2742,0,0.75032,1447,7,540
needs_background,0.0,0.0,0.0,0.0,p_6a1c089c29623.jpg,False,256,2743,1,0.0,1448,0,192
needs_background,0.55469,0.34993,0.20228,0.0,p_6a1c089c29d33.jpg,False,768,2744,0,0.12431,1448,1,1166
clean_white,1.0,0.99184,0.99077,0.0,p_6a1c6eee668a5.jpg,False,540,2745,0,0.79576,1448,2,540
clean_white,1.0,0.99169,0.99114,0.0,p_6a1c6eee67419.jpg,False,540,2746,0,0.63782,1448,4,540
clean_white,1.0,1.0,1.0,0.0,p_6a1c6eee68023.jpg,False,540,2747,0,0.75032,1448,7,540
needs_background,0.0,0.0,0.0,0.0,p_6a1c0cb72bf2d.jpg,False,1920,2748,1,0.01818,1450,0,1920
needs_background,0.0,0.0,0.0,0.0,p_6a1c0cb72c60f.jpg,False,150,2749,0,0.00231,1450,1,150
needs_background,0.00019,0.00029,0.0,0.0,p_6a1c0e63d1365.jpg,False,1920,2750,1,0.0577,1451,0,1920
needs_background,0.0,0.0039,0.0,0.0,p_6a1c0e63d1937.jpg,False,1919,2751,0,0.00118,1451,1,1917
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a7152387.jpg,False,540,2752,1,0.97228,1452,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a7152a6f.jpg,False,540,2753,0,0.79576,1452,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7152ff3.jpg,False,540,2754,0,0.88428,1452,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a723c24c.jpg,False,540,2755,1,0.97228,1453,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a723c931.jpg,False,540,2756,0,0.79576,1453,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a723d030.jpg,False,540,2757,0,0.88428,1453,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a73291c7.jpg,False,540,2758,1,0.97228,1454,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a732980a.jpg,False,540,2759,0,0.79576,1454,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7329e8c.jpg,False,540,2760,0,0.88428,1454,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a7417f10.jpg,False,540,2761,1,0.97228,1455,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a74185b2.jpg,False,540,2762,0,0.79576,1455,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7418c10.jpg,False,540,2763,0,0.88428,1455,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a7505ebf.jpg,False,540,2764,1,0.97228,1456,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a7506581.jpg,False,540,2765,0,0.79576,1456,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7506b40.jpg,False,540,2766,0,0.88428,1456,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a75ec5cd.jpg,False,540,2767,1,0.97228,1457,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a75ecc0a.jpg,False,540,2768,0,0.79576,1457,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a75ed1cb.jpg,False,540,2769,0,0.88428,1457,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a76d9f1c.jpg,False,540,2770,1,0.97228,1458,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a76da629.jpg,False,540,2771,0,0.79576,1458,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a76dac24.jpg,False,540,2772,0,0.88428,1458,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a782db6e.jpg,False,540,2773,1,0.97228,1459,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a782e2c1.jpg,False,540,2774,0,0.79576,1459,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a782e96b.jpg,False,540,2775,0,0.88428,1459,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a791c968.jpg,False,540,2776,1,0.97228,1460,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a791cf19.jpg,False,540,2777,0,0.79576,1460,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a791d47e.jpg,False,540,2778,0,0.88428,1460,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a7a09021.jpg,False,540,2779,1,0.97228,1461,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a7a09717.jpg,False,540,2780,0,0.79576,1461,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7a09dfc.jpg,False,540,2781,0,0.88428,1461,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a7b86a6d.jpg,False,540,2782,1,0.97228,1462,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a7b87109.jpg,False,540,2783,0,0.79576,1462,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7b875df.jpg,False,540,2784,0,0.88428,1462,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a7c73fa7.jpg,False,540,2785,1,0.97228,1463,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a7c744ea.jpg,False,540,2786,0,0.79576,1463,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7c749a6.jpg,False,540,2787,0,0.88428,1463,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a7d6098b.jpg,False,540,2788,1,0.97228,1464,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a7d610db.jpg,False,540,2789,0,0.79576,1464,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7d6167a.jpg,False,540,2790,0,0.88428,1464,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a7e50d7d.jpg,False,540,2791,1,0.97228,1465,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a7e51595.jpg,False,540,2792,0,0.79576,1465,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7e51c05.jpg,False,540,2793,0,0.88428,1465,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a7f46ab0.jpg,False,540,2794,1,0.97228,1466,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a7f4710e.jpg,False,540,2795,0,0.79576,1466,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a7f4789e.jpg,False,540,2796,0,0.88428,1466,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a8038055.jpg,False,540,2797,1,0.97228,1467,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a8038690.jpg,False,540,2798,0,0.79576,1467,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a8038c45.jpg,False,540,2799,0,0.88428,1467,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a8126125.jpg,False,540,2800,1,0.97228,1468,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a81266b1.jpg,False,540,2801,0,0.79576,1468,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a8126ca7.jpg,False,540,2802,0,0.88428,1468,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a8211812.jpg,False,540,2803,1,0.97228,1469,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a8211e36.jpg,False,540,2804,0,0.79576,1469,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a821260d.jpg,False,540,2805,0,0.88428,1469,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a8306f82.jpg,False,540,2806,1,0.97228,1470,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a8307511.jpg,False,540,2807,0,0.79576,1470,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a8307b88.jpg,False,540,2808,0,0.88428,1470,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a83ea5b9.jpg,False,540,2809,1,0.97228,1471,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a83ead1f.jpg,False,540,2810,0,0.79576,1471,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a83eb384.jpg,False,540,2811,0,0.88428,1471,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a84d5a8e.jpg,False,540,2812,1,0.97228,1472,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a84d612e.jpg,False,540,2813,0,0.79576,1472,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a84d6697.jpg,False,540,2814,0,0.88428,1472,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a860b7e0.jpg,False,540,2815,1,0.97228,1473,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a860c38a.jpg,False,540,2816,0,0.79576,1473,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a860ce5e.jpg,False,540,2817,0,0.88428,1473,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a874c821.jpg,False,540,2818,1,0.97228,1474,1,540
clean_white,1.0,0.99184,0.99077,0.0,p_6a1e3a874cec5.jpg,False,540,2819,0,0.79576,1474,3,540
clean_white,1.0,1.0,1.0,0.0,p_6a1e3a874d55c.jpg,False,540,2820,0,0.88428,1474,6,540
clean_white,1.0,0.9996,0.99949,0.0,p_6a1e3a883a9b9.jpg,False,540,2821,1,0.97228,1475,1,540
